"CHART","CU_NAME","STREET","CITY","STATE","ZIP_CODE","CEO-MGR","PHONE","Assets","Loans","NetWorth","ShareGrowth","LoanGrowth","LnsAssets","InvAssets","Members","FullTime"
"20290","TWIN RIVERS","23 Phillips St","Massena","NY","13662","TYO, JANE","3157640240",24977701.00,14574437.00,12.39,1.06,-1.17,58.35,37.53,3259.00,8.00
"15325","U H D","562 Genesee Street","Buffalo","NY","14204","SEDLARCZUK, MARIA","7168476655",8674444.00,6176374.00,7.91,3.82,.14,71.20,27.66,1257.00,4.00
"5973","U S COURT HOUSE SDNY","40 Foley Square, Room 104","New York","NY","10007","MASI, NORA","2123490406",3535221.00,2568301.00,22.21,-1.12,.92,72.65,25.30,626.00,2.00
"21586","U. H. S. EMPLOYEES","33-57 HARRISON ST","JOHNSON CITY","NY","13790","EWALD, JACK","6077636565",14165348.00,7712094.00,10.67,16.10,-6.65,54.44,43.52,3512.00,8.00
"14129","UFCW LOCAL 342","166 East Jericho Turnpike","Mineola","NY","11501","LAZZARO, ROBERT","5167475967",5402316.00,3480756.00,3.92,1.97,-8.27,64.43,33.34,2115.00,2.00
"20613","UFIRST","274 Rugar St","Plattsburgh","NY","12901","BOURGEOIS, LINDA","5183245700",53477426.00,19203830.00,19.42,1.85,-8.73,35.91,55.96,6548.00,21.00
"8854","UKRAINIAN","824 E Ridge Rd","Rochester","NY","14621","LEBEDKO, OLEG","5855449518",141391921.00,116327293.00,10.10,1.68,6.77,82.27,16.23,15963.00,53.00
"17107","UKRAINIAN NATIONAL","PO BOX 160, COOPER STATION","NEW YORK","NY","10276","PACHASHYNSKA, NATALIA","2125332980",137344777.00,69472272.00,9.88,2.93,2.92,50.58,46.91,6949.00,28.00
"21694","ULSTER","PO BOX 2310","KINGSTON","NY","12402","MANTEY, RICHARD","8453395544",94011166.00,37675364.00,9.24,8.83,.86,40.08,55.23,9543.00,30.00
"3313","UMICO","180 Genesee Street","New Hartford","NY","13413","SIRIANO, MICHELLE","3157342139",6982045.00,3809126.00,13.32,.99,4.09,54.56,42.96,1482.00,4.00
"21838","UNCLE SAM","1776 6TH AVE","TROY","NY","12180","SKIBA, SELENA","5182733444",523363.00,122060.00,20.21,-3.35,7.99,23.32,77.46,154.00,1.00
"16790","UNION BAPTIST GREENBURGH","31 manhattan ave","White Plains","NY","10607","MARABLE, JANE","9149486917",358848.00,106747.00,10.76,-2.30,-21.54,29.75,72.62,303.00,.00
"5655","UNION CONGREGATIONAL","P.O. BOX 313, LINCOLN STATION","NEW YORK","NY","10037","CARTER, JOAN","2122812662",400945.00,41161.00,15.08,-2.91,61.06,10.27,89.14,139.00,.00
"11702","UNION SETTLEMENT","237 East 104th Street, 1st Floor","New York","NY","10029","ROSENBLUM, ANA","2128286061",7641950.00,3997365.00,9.56,-3.73,-1.72,52.31,43.19,3759.00,6.00
"5588","UNITED NATIONS","2401 44th Rd","Long Island Cit","NY","11101","CONNERY, MICHAEL","3476866660",3529805616.00,1449884538.00,9.47,7.29,4.83,41.08,53.66,94758.00,350.00
"9478","UNITED NEIGHBORS","po box 216","Deferiet","NY","13628","FOSTER, ROBERT","3154936203",5206018.00,1705488.00,13.03,9.19,-22.43,32.76,62.82,1769.00,3.00
"24772","UNITEHERE","709 8th Ave","New York","NY","10036","VUOTTO, CARMEN","2129578000",1399599.00,552620.00,16.53,-31.38,-48.95,39.48,66.90,1129.00,.00
"3714","UNIVERSITY SETTLEMENT","184 ELDRIDGE ST","NEW YORK","NY","10002","LAGOS, CLARA","2126749120",706651.00,185661.00,10.67,18.10,9.08,26.27,72.60,192.00,1.00
"20547","UPSTATE MILK EMPLOYEES","90 Anderson Road","Cheektowaga","NY","14225","FRONCZAK, GAIL","7163325337",2280160.00,932241.00,11.67,22.41,13.69,40.88,58.31,530.00,1.00
"10746","UPSTATE TELCO","137 Harrison Street","Gloversville","NY","12078","INSOGNIA, BARBARA","5187736548",4991564.00,1832918.00,16.76,-.43,-1.35,36.72,61.95,1012.00,3.00
"6265","US WEATHER BUREAU NY","630 JOHNSON AVENUE, SUITE 202","BOHEMIA","NY","11716","WAYMER, ELEANOR","6312442511",2092091.00,145298.00,9.97,-7.21,-22.81,6.95,93.02,207.00,.00
"17587","USALLIANCE","600 Midland Ave","Rye","NY","10580","VANBEEK, KRIS","9149210500",758439383.00,538839404.00,7.92,.86,-10.68,71.05,26.70,46515.00,159.00
"11157","UTICA DISTRICT TELEPHONE EMPLOYEES","2812 GENESEE ST","UTICA","NY","13502","GALLAGHER, PATRICK","3157245133",33301703.00,14067299.00,27.98,-.85,-7.02,42.24,53.40,2507.00,6.00
"2252","UTICA GAS & ELECTRIC EMP","215 Old Campion Rd","New Hartford","NY","13413-4953","DEECHER, JOHN","3157331596",51775738.00,20207783.00,15.31,9.38,6.26,39.03,56.72,2556.00,8.00
"2208","UTICA POLICE DEPARTMENT","utica police dept.fcu, 413 oriskany","utica","NY","13502","NOTI, FRANCIS","3152233592",6220731.00,3814005.00,15.43,1.55,-8.11,61.31,38.39,603.00,1.00
"6225","V.A.C.EMPLOYEES","2 Wilson Avenue","Bath","NY","14810","STOWE, GAIL","6077763684",22760708.00,6732821.00,18.32,2.34,-12.46,29.58,66.03,3995.00,6.00
"1125","VAN CORTLANDT COOPERATIVE","3960B Hillman Avenue","Bronx","NY","10463","ALEXE, MIRELA","7185495858",75412899.00,19576783.00,11.22,7.91,19.24,25.96,69.56,3526.00,7.00
"24598","VARICK MEMORIAL","Post Office Box 403","Uniondale","NY","11553 - 0403","ROBINSON, LYNETTE","5165646061",401248.00,155376.00,13.00,-11.50,2.56,38.72,61.16,291.00,.00
"17429","VISIONS","24 McKinley Ave","Endicott","NY","13760","BERRISH, FRANK","6077862000",3040695474.00,1655815461.00,11.51,20.34,14.27,54.46,42.32,169814.00,378.00
"14134","WARDEN CAPTREE","2208 AVE X","Brooklyn","NY","11235","KRELL, ALAN","7186486600",822490.00,67345.00,27.46,-16.27,-46.69,8.19,91.13,360.00,.00
"6112","WATERTOWN POSTAL","232 COMMERCE PARK DR, P O BOX 6601","WATERTOWN","NY","13601","MILLERSCHIN, PAUL","3157884163",7592988.00,1798145.00,10.92,-6.85,-12.92,23.68,75.52,732.00,1.00
"16335","WEBSTER","815 Ridge Road","Webster","NY","14580 - 2410","ZEHDER, WALTER","5856718900",12208006.00,7925642.00,11.97,2.71,.09,64.92,32.25,2609.00,4.00
"15386","WESTAR","2565 HAMBLETONIAN WAY, P.O. BOX 60","CAMILLUS","NY","13031","GRABOWSKI, KAREN","3156727827",21338196.00,7826995.00,9.21,1.73,3.63,36.68,59.75,2675.00,6.00
"24731","WESTERN DIVISION","6750 Main St.","Williamsville","NY","14221","MELLENTHIEN, CRAIG","7166329328",122819929.00,59604375.00,13.83,3.05,-5.80,48.53,49.38,10386.00,21.00
"16042","WESTERN NEW YORK","1937 Union Rd","West Seneca","NY","14224","BETTI, MARIE","7166743199",31516526.00,22771354.00,9.35,.17,6.48,72.25,18.28,6921.00,12.00
"8529","WESTFIELD AREA","PO BOX 503","WESTFIELD","NY","14787","EICHELBERGER, CHARLENE","7163264200",3120285.00,1507773.00,8.21,.53,3.71,48.32,47.66,1638.00,3.00
"15324","WESTSIDE COMMUNITY","P.O. Box 316, 125 East Buffalo Stre","Churchville","NY","14428","HAWTHORNE, JOAN","5852933840",11802648.00,4366071.00,10.24,13.26,10.65,36.99,55.05,1966.00,3.00
"3110","WHITE PLAINS P O EMPLOYEES","PO BOX 2","WHITE PLAINS","NY","10602","CLARKE, PATRICIA","9147616507",1559123.00,382673.00,23.50,-5.09,3.95,24.54,75.72,180.00,1.00
"8618","WILLIAMSVILLE","656 North French Rd. - Suite #7","Amherst","NY","14228","CASTIGLIA, SANDRA","7166913110",11402520.00,1983464.00,12.08,1.34,-18.51,17.39,80.12,2254.00,5.00
"21168","WINTHROP-UNIVERSITY HOSPITAL EMPLOY","194 1st St","Mineola","NY","11501","KRISTIANSON, CAROL","5164939400",25865915.00,14724663.00,8.18,14.05,3.47,56.93,42.67,3732.00,6.00
"14836","WIT","22 Fourth Street","Rochester","NY","14609","WRIGHT, DAVID","5854544580",7838799.00,6705454.00,19.91,6.02,13.09,85.54,12.88,1262.00,4.00
"2151","WORKMENS CIRCLE","1780 Wehrle Dr, Suite 101","Williamsville","NY","14221","UMOF, BETTEANN","7166333768",3119947.00,1304923.00,10.83,-2.79,-22.89,41.83,57.25,666.00,2.00
"63918","YONKERS POSTAL EMPLOYEES","PO Box 653","Yonkers","NY","10702","PAGANO, PETER","9144237628",7103526.00,2263028.00,16.73,2.37,-12.77,31.86,67.90,578.00,1.00
"2819","YONKERS TEACHERS","PO Box 1066","yonkers","NY","10703","TURNER, WILLIAM","9143767088",50380756.00,5342969.00,11.01,5.81,-5.01,10.61,86.32,3168.00,4.00
"23386","ACCLAIM","PO BOX 29527","GREENSBORO","NC","27429","MARSH, VALERIE","3363325302",29293011.00,16961369.00,8.59,8.59,-.36,57.90,33.63,6503.00,12.00
"24438","ALLEGACY","PO Box 26043","Winston-Salem","NC","27114","KEENER, WORTHY","3367743400",908097835.00,630136683.00,9.75,.48,7.25,69.39,22.28,105201.00,292.00
"60660","ALLVAC SAVINGS AND","PO BOX 5030","MONROE","NC","28111","MULLIS, JANET","7042917112",6504363.00,2258672.00,15.05,8.50,.52,34.73,64.02,1336.00,2.00
"22119","AMERICAN PARTNERS","PO BOX 1198","REIDSVILLE","NC","27323 - 1198","EDWARDS, DORINDA","3363492729",46345040.00,32359260.00,8.82,1.59,-1.15,69.82,22.56,8093.00,27.00
"62114","ARCADE","151 Patton Ave.  Suite 280","Asheville","NC","28801","COSTA, CHARLENE","8282541582",7044564.00,4361331.00,16.87,8.41,1.83,61.91,35.09,1343.00,3.00
"63311","ASHEVILLE POSTAL","591 Brevard Road, Suite 232","Asheville","NC","28806","CLINARD, MARLENE","8282589845",4288500.00,2257671.00,7.16,5.45,-.81,52.64,45.79,746.00,2.00
"22639","B I P","PO Box 957","Lenoir","NC","28645","PORTER, RICHARD","8287596998",5392398.00,3003654.00,12.30,-19.45,-29.85,55.70,32.79,1408.00,3.00
"61388","BAPTIST EMPLOYEES","205 CONVENTION DR","CARY","NC","27511","SNYDER, CRAIG","9194595660",4008419.00,756376.00,10.92,3.42,-13.32,18.87,80.12,901.00,2.00
"66312","BCBSNC","P. O. Box 2291","Durham","NC","27702","WILLIAMS, LAURA","9197651369",12960882.00,6887539.00,12.71,12.02,.91,53.14,43.23,2884.00,5.00
"63519","BLUE FLAME","PO Box 33068","Charlotte","NC","28233 - 3068","HILL III, BENJAMIN","7045230075",37644123.00,22932398.00,14.40,11.54,-7.51,60.92,38.93,3880.00,8.00
"7955","BRAGG MUTUAL","2917 VILLAGE DRIVE","FAYETTEVILLE","NC","28304","STULTZ, ROBERTA","9104883515",48046394.00,16118960.00,13.49,6.76,-14.09,33.55,55.93,11495.00,32.00
"20505","CABISCO","P O Box 886","Elon","NC","27244","KING, SANDY","3365845695",2249243.00,1349110.00,12.67,-1.10,2.36,59.98,39.21,642.00,1.00
"19788","CAROLINA","1200 East Church Street","Cherryville","NC","28021","BERINGER, DONNA","7044350186",31740227.00,14224307.00,13.55,11.28,-.64,44.81,50.01,3815.00,9.00
"24801","CAROLINA COOPERATIVE","6502 MCMAHON DRIVE","CHARLOTTE","NC","28226","HILL, ASHLEY","7045438901",41541527.00,25104607.00,8.69,-4.37,.61,60.43,33.93,8637.00,22.00
"63425","CAROLINA POSTAL","3601 Mulberry Church Rd","Charlotte","NC","28208","WATTS, JOY","7043923418",78064757.00,51591358.00,13.46,1.16,-5.29,66.09,24.82,8942.00,25.00
"23494","CAROLINAS TELCO","PO Box 668467","Charlotte","NC","28266 - 8467","CANNON, RAY","7043915600",354284334.00,179008183.00,15.84,2.45,-3.04,50.53,46.19,34050.00,81.00
"62870","CENTURY EMPLOYEES' SAVINGS FUND","PO Box 608","Hickory","NC","28603","BUMBARGER, LOLA","8283268512",8490720.00,4878829.00,34.25,-2.13,-8.29,57.46,37.39,1397.00,4.00
"60721","CHAMPION","PO Box 1389","Canton","NC","28716","CLAYTON, DAVID","8286481515",156703057.00,115417188.00,13.58,4.65,7.29,73.65,20.16,21111.00,59.00
"63566","CHARLOTTE FIRE DEPARTMENT","2100 Commonwealth Avenue","Charlotte","NC","28205","TROTTER, DEBORAH","7043753950",50050777.00,18746595.00,11.59,-3.56,-5.05,37.46,55.88,3391.00,11.00
"24808","CHARLOTTE METRO","718 Central Ave","Charlotte","NC","28204","BRUNS, BOB","7043750183",267358455.00,183225630.00,8.75,8.34,6.19,68.53,21.40,34224.00,93.00
"63424","CITY OF RALEIGH EMPLOYEES","P O BOX 26897","RALEIGH","NC","27611","MINOR, L JANELL","9199966800",25175238.00,7416069.00,10.81,-2.08,-10.71,29.46,69.51,3062.00,3.00
"18297","COASTAL","PO Box 58429","Raleigh","NC","27658","PURVIS, CHUCK","9194208000",2014042389.00,1135769976.00,9.02,2.31,-9.37,56.39,38.86,191988.00,380.00
"66856","COMM-SCOPE","PO Box 199","Catawba","NC","28609","VADEN, STEVEN","8282416196",25234325.00,12391444.00,15.88,1.63,-3.29,49.11,48.11,3191.00,9.00
"64022","CONBRACO","P O Box 247","Matthews","NC","28106","COURTNEY, MELINDA","7048479191",3695151.00,712886.00,14.19,2.84,-6.38,19.29,80.13,721.00,1.00
"65508","CORNING CABLE SYSTEMS","PO Box 489","Hickory","NC","28603","JACOBSON, MARC","8289015101",32460689.00,15370491.00,10.80,4.19,-.91,47.35,50.15,3678.00,11.00
"20575","DILL","2564 DURHAM RD","ROXBORO","NC","27573","WATTS, BETTYE","3365036544",1208080.00,507559.00,42.60,5.73,1.31,42.01,57.53,377.00,1.00
"18616","DUKE UNIVERSITY","2200 West Main Street Suite L100","Durham","NC","27705","FOGLE, LEE","9196846704",97677166.00,61377286.00,7.86,3.77,-7.57,62.84,31.00,16408.00,36.00
"66590","EAST COAST","3815 PARK AVENUE","WILMINGTON","NC","28403","POPE, LISA","9107919995",8749757.00,4319823.00,7.93,-3.98,2.36,49.37,42.12,2445.00,4.00
"63663","ECUSTA","P.O. Box 910","Pisgah Forest","NC","28768","HOLLIDAY, SUSAN","8288847283",48937059.00,20714812.00,13.81,-3.83,-7.07,42.33,51.90,7243.00,15.00
"24819","ELECTEL COOPERATIVE","PO Box 27306","Raleigh","NC","27611","LONG, NANCY","8008495600",38265096.00,24694642.00,10.28,-1.07,-6.41,64.54,33.83,7228.00,13.00
"63569","ELIZABETH CITY COAST GUARD EMPLOYEE","Coast Guard Support Center, PO Box ","Elizabeth City","NC","27906","SPEAR, BONNIE","2523383053",3225439.00,1836256.00,18.78,2.35,3.51,56.93,40.68,698.00,3.00
"66354","EMERGENCY RESPONDERS","1777 Link Rd","Winston-Salem","NC","27103-4625","HIGGINS, JACK","3367230619",15732732.00,10579492.00,12.28,10.59,8.52,67.25,29.27,2145.00,4.00
"63612","FAYETTEVILLE POSTAL","544 ramsey st","fayetteville","NC","28301","GILL, MOLLY","9104845146",6646676.00,4475041.00,9.92,7.17,9.72,67.33,28.82,1606.00,4.00
"65653","FIRST CAROLINA CORPORATE","7900 TRIAD CENTER DRIVE SUITE 410","GREENSBORO","NC","27409","BREHMER, DAVID","3362174992",1450098602.00,6446333.00,5.19,-28.74,-78.86,.44,99.11,163.00,24.00
"62673","FIRST CAROLINA PEOPLE'S","PO BOX 1637","GOLDSBORO","NC","27533","GRANT, CRYSTAL","9197360885",19932190.00,17242240.00,11.11,7.15,8.30,86.50,5.70,1733.00,8.00
"7870","FIRST FLIGHT","1815 Kildaire Farm Rd, Suite A","Cary","NC","27518","FALLON, ALLEN","9198515690",148094014.00,125725232.00,13.24,-3.66,4.92,84.90,8.30,36345.00,68.00
"68593","FIRST LEGACY COMMUNITY","431 Beatties Ford Road","Charlotte","NC","28216","DAWKINS, TAMICA","7043755781",49203179.00,32290150.00,22.89,24.80,3.61,65.63,27.04,10681.00,29.00
"13690","FORT BRAGG","1638 SKIBO RD","FAYETTEVILLE","NC","28303","ELLIOTT, DAVID","9104878202",386684040.00,171946323.00,8.63,8.94,-.72,44.47,47.09,50447.00,116.00
"8232","FREEDOM","P O BOX 2703","ROCKY MOUNT","NC","27802","JONES, JEFFERY","2524428888",50907395.00,31040046.00,10.11,-1.63,-2.10,60.97,30.34,12516.00,24.00
"68121","GENERATIONS COMMUNITY","123 West Main St","Durham","NC","27701","KENCHEN, ARMEER","9196832000",23207495.00,21192065.00,9.33,-3.28,25.48,91.32,2.97,9000.00,24.00
"64034","GREATER KINSTON","901 N. QUEEN STREET","KINSTON","NC","28501","WALLACE, NAPOLEON","2525274002",16834378.00,5795134.00,10.96,9.11,-4.29,34.42,60.21,6062.00,6.00
"68276","GREATER PIEDMONT","P. O. Box 1729","Durham","NC","27702","HOLLAND  JR, EDWARD","9196870585",14789535.00,9400001.00,8.57,.22,-3.04,63.56,31.60,7304.00,12.00
"66317","GREENSBORO HEALTH CARE","1200 N ELM ST","GREENSBORO","NC","27401","DECORTE, GENICE","3368328119",28197964.00,13208074.00,13.18,8.29,2.69,46.84,50.80,5009.00,8.00
"24840","GREENSBORO MUNICIPAL","217 N Greene St","Greensboro","NC","27401","WISE, JERRY","3363732090",42004791.00,22905242.00,10.82,12.49,-5.54,54.53,39.49,5867.00,15.00
"63445","GREENSBORO POSTAL","3701 West Wendover Avenue","Greensboro","NC","27495","STAMPER, CARLA","3368550662",24629243.00,8099748.00,20.98,-5.76,-3.48,32.89,66.08,2852.00,6.00
"62985","GUCO","P.O. Box 1847","Greenville","NC","27835 - 1847","LINEBERRY, TIMOTHY","2525511599",12621967.00,6098625.00,11.73,3.31,2.00,48.32,50.69,1917.00,2.00
"21044","HAMLET","po box 271","hamlet","NC","28345","PARRISH, AL","9105821227",15187353.00,7513038.00,11.14,-5.08,-6.75,49.47,43.86,2983.00,8.00
"60881","HANESBRANDS","5995 Museum Dr","Winston Salem","NC","27105","HEWES JR., JOHN","3365197528",53849884.00,23294467.00,13.16,-5.77,-9.54,43.26,50.01,7905.00,14.00
"10940","HANOVER","3802 Cherry Ave","Wilmington","NC","28403","HURLEY, JAMES","9107994125",6897311.00,3658642.00,12.08,8.11,-6.06,53.04,41.58,1881.00,4.00
"22740","HICKORY SPRINGS","PO BOX 128","HICKORY","NC","28603","WHITENER, LORI","8283282201",4123969.00,2301729.00,10.86,4.77,15.98,55.81,42.95,1803.00,3.00
"19513","I-R EMPLOYEES","256 Hospital Street","Mocksville","NC","27028","PEPPER, VANCE","3367536565",10579677.00,5506604.00,9.77,5.60,-9.91,52.05,40.88,2372.00,5.00
"3685","INTERNAL REVENUE EMPLOYEES","4905 Koger Blvd, Suite 2-000","Greensboro","NC","27407","JOHNSON, LISA","3368527511",26036116.00,5256984.00,10.24,6.01,-7.43,20.19,78.70,1346.00,3.00
"68430","LATINO COMMUNITY","100 W Morgan St","Durham","NC","27701-3315","PASTOR, LUIS","9196889270",106116001.00,72416055.00,10.36,6.86,11.95,68.24,27.53,53223.00,62.00
"830","LINCOLN NATIONAL","PO Box 21008","Greensboro","NC","27420 - 1008","ALVAREZ, SALLY","3366913721",19690179.00,3800111.00,12.42,6.66,26.94,19.30,78.93,1153.00,2.00
"24813","LION'S SHARE","P.O. Box 278","Salisbury","NC","28145 - 0278","CURRAN, MARK","7046360643",30453615.00,22122552.00,8.53,5.58,-5.19,72.64,21.80,10256.00,13.00
"11409","LITHIUM","1111 Bessemer City Kings Mtn Hwy","BESSEMER CITY","NC","28016-9640","SMITH, SHARON","7048680890",6069906.00,3532128.00,16.51,3.89,-1.77,58.19,38.79,942.00,3.00
"24003","LOCAL GOVERNMENT","323 WEST JONES STREET, SUITE 600","RALEIGH","NC","27603","SMITH, MAURICE","9197550534",1151340730.00,730468258.00,7.91,5.60,.95,63.45,31.63,206196.00,62.00
"17060","LORILLARD","2917 S Elm Eugene St","GREENSBORO","NC","27406-4418","WEBER, PATTI","3362725244",32949272.00,10924621.00,12.47,104.11,170.95,33.16,63.71,4849.00,8.00
"12977","MARINE","P.O. BOX 1551","JACKSONVILLE","NC","28541 - 1551","CHAMBERLIN, CRAIG","9105777333",689380595.00,445301695.00,8.74,3.16,-6.45,64.59,27.49,107262.00,321.00
"60149","MCDOWELL CORNERSTONE","PO BOX 519","MARION","NC","28752","JOHNSON, AMY","8286524141",23298581.00,15710120.00,19.37,-3.01,-6.37,67.43,26.02,3196.00,7.00
"60002","MEMBERS","PO Box 5297","Winston Salem","NC","27113 - 5297","BRASWELL, JR., JACK","3367484800",228882937.00,90375699.00,9.76,-3.22,-8.79,39.49,53.39,49869.00,96.00
"63595","MOUNT VERNON BAPTIST CHURCH","1007 S Roxboro St","Durham","NC","27707","CLEMONS, GWENDELLA","9196881823",219914.00,27587.00,33.68,-9.19,-23.53,12.54,88.55,295.00,.00
"68531","MOUNTAIN","38 Maple Street","Waynesville","NC","28786","IDOL, PATTY","8284568627",129448290.00,71832512.00,10.91,24.47,16.09,55.49,38.79,18645.00,49.00
"12004","NORTH CAROLINA COMMUNITY","2401 EAST ASH STREET","GOLDSBORO","NC","27534","LESNAU, MARK","8007348204",54511826.00,30232473.00,12.65,10.42,-10.07,55.46,39.07,7713.00,26.00
"24140","NORTH CAROLINA PRESS ASSOCIATION","PO Box 27744","Raleigh","NC","27690","NICHOLS, BOBBY","9198395128",5149316.00,534827.00,13.96,-.49,7.31,10.39,89.13,1375.00,.00
"932","OTEEN V. A.","1100 TUNNEL RD UNIT 24","ASHEVILLE","NC","28805-2577","BIDDIX, SHELIA","8282988521",24898511.00,8742712.00,8.76,5.27,-13.61,35.11,59.93,3044.00,6.00
"63553","OXFORD","PO BOX 307","OXFORD","NC","27565","DICKERSON, HENRY","9196937151",17450336.00,5126298.00,24.10,6.57,3.16,29.38,69.44,2621.00,5.00
"65781","PIEDMONT","207 S Meeting St","Statesville","NC","28677","FOX, TERESA","7048736400",4301106.00,2996390.00,13.64,-4.15,6.43,69.67,29.79,1377.00,2.00
"60160","PIEDMONT ADVANTAGE CREDIT UNION","3810 N Liberty St","Winston Salem","NC","27105","THARP, JUDY","3367761700",214387704.00,136318390.00,13.65,.74,-.39,63.58,32.70,42421.00,92.00
"15863","PREMIER","PO Box 26590","Greensboro","NC","27415","THOMPSON, LORI","3363701286",128234103.00,78417819.00,15.07,14.26,3.22,61.15,30.58,23142.00,65.00
"20750","PUROLATOR EMPLOYEES","PO Box 64637","Fayetteville","NC","28306","TRAIL, KATHY","9104251725",3262474.00,2015763.00,17.32,2.72,34.43,61.79,34.41,1207.00,3.00
"18550","R T P","P O Box 12807","RTP","NC","27709","WILKERSON, DOUGLAS","9199415700",103821216.00,45216852.00,8.03,7.88,-2.43,43.55,53.56,12665.00,38.00
"8660","RIEGELWOOD","183 John Riegel Road","Riegelwood","NC","28456","GANEY, LINDA","9106552274",94286671.00,61796966.00,13.16,-1.13,5.43,65.54,28.26,9599.00,32.00
"66258","SELF-HELP","301 W. Main Street","Durham","NC","27701","EAKES, MARTIN","9199564400",564960707.00,376359254.00,11.42,10.12,-.06,66.62,31.20,38578.00,105.00
"24802","SELF-HELP","301 W Main Street","Durham","NC","27701","EAKES, MARTIN","9199564600",399400388.00,221314028.00,14.55,105.33,59.03,55.41,37.65,49858.00,135.00
"19826","SHAW UNIVERSITY","118 E SOUTH ST","RALEIGH","NC","27601","ONUORAH, NNAMDI","9195468440",789891.00,364431.00,21.16,-14.10,5.56,46.14,53.16,140.00,.00
"24832","SHEPHERD'S","5525 Albemarle Rd","Charlotte","NC","28212","PARKS, HENRY","7045687687",288392.00,10835.00,-56.50,91.42,-55.41,3.76,80.98,1317.00,.00
"24811","SHUFORD","882 16TH ST NE","HICKORY","NC","28601","GAILLARD, JERRY","8285681234",23910195.00,19118890.00,10.15,4.73,2.32,79.96,10.77,4345.00,7.00
"66583","SOUTHERN SELECT COMMUNITY","169 Dale Earnhardt Blvd","Kannapolis","NC","28081","JACKSON, HUYLA","7049342300",34318948.00,21005670.00,12.03,11.07,1.97,61.21,31.87,5842.00,16.00
"66310","STATE EMPLOYEES'","1000 Wade Avenue","Raleigh","NC","27605","BLAINE, JAMES","9198395000",23695259791.00,13688112830.00,7.42,9.61,3.65,57.77,38.42,1723570.00,4438.00
"63020","SUMMIT","8210 W Market St","Greensboro","NC","27409","WHITEHURST, SAMUEL","3366626200",134406240.00,103244504.00,9.60,10.20,10.21,76.82,17.90,23362.00,64.00
"65384","TCP","P O Box 881","Rural Hall","NC","27045","SUDDERTH, WILDA","3369696518",13998209.00,6684011.00,14.01,-2.82,-2.92,47.75,47.89,1320.00,3.00
"21639","TEAM AND WHEEL","1405 Trade Mart Blvd","Winston Salem","NC","27127","BREWER, JUANITA","3367850103",11323558.00,5831528.00,10.43,-9.45,-6.67,51.50,45.14,2706.00,7.00
"66319","TELCO","PO Box 4002","Tarboro","NC","27886","JOHNSON, CHARLES","2528230119",56210047.00,27845361.00,21.51,-4.59,-4.55,49.54,47.71,9219.00,17.00
"63545","TELCO COMMUNITY CREDIT UNION","712 New Leicester Hwy","Asheville","NC","28806","GENTRY, RITA","8282526458",84856767.00,62095662.00,10.23,16.90,11.32,73.18,18.57,16337.00,45.00
"66320","TEXAS GULF CAROLINA EMP","1530 NC Highway 306 South","Aurora","NC","27806","MOORE, CARROLL","2523224111",2948286.00,1301042.00,29.00,2.64,14.05,44.13,57.00,680.00,2.00
